longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
-122.33,37.57,20.0,3.561139,1.0770519,1112.0,1.8626466,3.625,2.833
-122.06,40.55,17.0,5.4982014,1.0377698,1497.0,2.692446,3.5189,1.01
-122.82,38.38,27.0,5.4925056,1.0256959,1227.0,2.627409,4.5132,2.599
-117.66,33.61,17.0,6.535849,0.9792453,1713.0,3.2320755,6.0471,2.484
-121.88,37.44,17.0,5.532423,1.0204778,1028.0,3.5085325,5.2722,1.869
-118.28,34.1,48.0,3.4255319,1.0468085,633.0,2.693617,2.3421,2.0
-122.1,37.69,30.0,5.4841547,1.1003522,1444.0,2.5422535,3.7222,1.958
-117.99,33.87,17.0,4.362617,1.0037383,1662.0,3.106542,3.0147,2.17
-118.46,34.0,44.0,4.567961,1.1165049,493.0,2.393204,3.6458,3.258
-121.18,38.07,21.0,7.0271087,1.1355422,1073.0,3.2319276,4.8125,1.611
-119.09,36.35,21.0,6.1325536,1.159844,1580.0,3.079922,2.7857,0.927
-118.44,34.28,47.0,4.6833334,1.0777777,800.0,4.4444447,3.3687,1.517
-118.22,34.05,41.0,3.2764976,1.1013825,1640.0,3.778802,1.6122,1.571
-116.57,33.94,29.0,5.149533,1.5514019,224.0,2.093458,1.1917,0.5
-118.44,34.28,38.0,4.0,1.0553633,1359.0,4.702422,2.5147,1.371
-122.8,38.18,36.0,6.569061,1.3149171,957.0,2.6436465,3.625,2.531
-122.25,38.17,34.0,5.720588,1.007353,406.0,2.985294,4.2955,1.213
-118.37,33.87,23.0,5.1376405,0.9297753,891.0,2.502809,6.5755,3.599
-118.15,34.07,40.0,5.36,1.02,940.0,4.7,3.125,2.427
-117.95,34.0,34.0,5.2917595,1.0423163,1858.0,4.1380844,4.1328,1.763
-117.72,33.99,14.0,6.847747,1.0487211,3108.0,3.7856274,5.7763,2.067
-120.99,37.66,30.0,4.295,0.9875,914.0,2.285,1.933,1.07
-118.49,34.05,45.0,6.4401913,1.0239234,415.0,1.9856459,7.0285,5.00001
-117.03,32.82,16.0,6.303571,1.0321429,743.0,2.6535714,4.9744,2.097
-118.4,34.01,44.0,5.6165414,0.9849624,618.0,2.3233082,5.4035,3.563
-118.1,33.82,36.0,5.7529693,0.9976247,1193.0,2.8337293,4.8462,2.257
-122.31,37.92,12.0,3.6512525,1.1560694,983.0,1.894027,2.5,1.958
-117.23,33.94,7.0,5.414444,1.1062782,6763.0,2.7751334,3.5851,1.42
-122.61,37.99,40.0,5.7353597,1.1030393,3108.0,2.3039289,4.4375,2.896
-118.32,33.99,49.0,4.9717317,0.95053005,889.0,3.1413426,1.9779,1.142
-116.94,33.74,19.0,6.1073685,0.9368421,1414.0,2.9768422,4.6406,1.189
-122.48,37.67,14.0,3.5925925,1.1206349,2258.0,2.389418,2.964,3.197
-121.29,38.6,29.0,5.721973,1.0089686,600.0,2.690583,4.0938,1.091
-118.47,34.0,41.0,4.340782,1.1843575,1839.0,3.424581,2.288,2.635
-117.37,33.2,29.0,4.2973857,1.0163399,1425.0,4.6568627,2.0272,0.996
-118.79,34.14,7.0,6.444206,1.0815451,1143.0,2.4527898,5.8548,5.00001
-122.0,37.4,17.0,4.8858757,0.9649718,1656.0,1.8711865,3.6619,2.324
-117.9,33.66,22.0,3.803838,1.0,1952.0,2.0810235,3.1667,1.61
-122.68,38.98,27.0,9.055119,2.0,526.0,2.070866,2.1838,1.097
-121.02,37.63,35.0,4.5198865,1.0340909,1290.0,3.6647727,1.564,0.818
-119.05,35.32,11.0,5.0720983,1.0490267,3525.0,2.5414565,3.4827,0.936
-119.22,34.27,11.0,4.7810593,0.9725051,2065.0,2.1028514,3.2158,2.236
-118.18,34.22,40.0,7.317343,1.099631,853.0,3.1476014,5.9845,2.417
-121.3,38.66,21.0,6.3733335,1.0566666,1818.0,3.03,3.712,1.39
-120.47,37.34,9.0,5.8562875,1.01996,1227.0,2.4491017,3.6742,1.172
-118.77,34.24,6.0,7.7990384,1.1100961,6700.0,3.2211537,6.4963,3.081
-118.16,34.19,40.0,5.3025937,1.0317003,1218.0,3.5100865,4.25,1.779
-121.96,37.0,20.0,5.21981,0.9864315,1725.0,2.34057,3.3447,3.052
-118.3,34.1,36.0,2.7222884,1.0715137,1964.0,2.340882,1.9297,2.033
-118.38,33.88,39.0,5.514815,1.0444444,743.0,2.7518518,4.8611,4.561
-122.05,37.33,21.0,5.8461537,0.98575497,933.0,2.6581197,5.3167,4.163
-118.33,34.03,39.0,4.127907,1.2005814,1911.0,2.7776163,1.9018,1.375
-118.0,33.82,18.0,5.3484573,1.0145191,1820.0,3.3030853,4.5294,2.248
-120.67,35.63,8.0,7.0603676,1.0761155,1085.0,2.847769,4.2841,2.567
-121.87,37.21,18.0,8.92562,1.0082644,382.0,3.1570249,9.08,5.00001
-116.42,33.68,15.0,7.362949,1.4782609,900.0,1.7013233,2.2208,1.383
-117.75,33.71,15.0,5.478846,1.0326923,878.0,1.6884615,3.2841,1.583
-116.88,34.24,13.0,18.977064,3.6513762,573.0,2.6284404,4.6394,2.265
-118.47,33.99,52.0,3.7328432,1.0955882,636.0,1.5588236,3.0682,4.125
-122.47,38.51,18.0,4.944334,1.0258449,980.0,1.9483101,3.5506,1.875
-118.62,34.2,29.0,6.239691,1.0360825,1120.0,2.8865979,5.0309,2.448
-121.93,38.31,25.0,5.78125,1.0,85.0,2.65625,4.875,2.5
-119.69,36.82,17.0,4.940104,1.1276041,1207.0,3.1432292,1.8021,0.559
-119.01,35.24,6.0,3.8095238,0.7619048,66.0,3.142857,3.125,0.65
-121.94,37.26,21.0,5.4510636,1.0156028,1850.0,2.6241136,4.6758,2.642
-117.67,35.64,6.0,6.2759643,1.0148368,927.0,2.750742,6.1935,1.157
-118.49,34.29,26.0,7.7728057,1.0516351,1714.0,2.950086,9.2873,4.318
-117.25,32.81,39.0,5.6109424,1.0638298,765.0,2.325228,3.9187,3.119
-122.17,37.46,47.0,8.198582,1.177305,1044.0,3.7021277,9.459,5.00001
-118.41,34.24,38.0,4.9,1.01,402.0,4.02,3.125,1.759
-118.21,34.07,47.0,3.6280324,1.032345,1452.0,3.9137466,1.7292,1.917
-120.35,36.16,18.0,5.584559,1.0882353,846.0,3.110294,2.7792,0.853
-121.51,38.55,45.0,5.078727,1.0569514,1341.0,2.246231,2.8417,1.379
-117.87,35.73,13.0,6.1980677,1.0845411,1181.0,2.852657,4.1518,0.918
-117.24,34.59,4.0,7.327988,1.1618075,1869.0,2.7244897,3.5507,1.861
-122.28,38.31,52.0,2.6363637,0.8181818,48.0,2.1818182,1.76,1.667
-122.28,37.82,52.0,4.2954545,1.1045455,576.0,2.6181817,1.4113,0.831
-118.25,34.05,52.0,1.7482866,1.2112149,2232.0,1.3906542,0.6775,3.5
-122.38,37.71,47.0,6.554217,1.1445783,558.0,3.3614457,4.2708,2.071
-121.13,36.21,30.0,4.22792,1.1794872,1200.0,3.4188035,1.7548,0.958
-119.89,36.76,17.0,6.3482428,1.0702876,1152.0,3.6805112,4.1719,1.264
-122.5,37.88,28.0,5.3255134,1.0645162,2100.0,2.0527859,4.7475,4.746
-118.24,34.15,17.0,3.3557816,1.019695,4116.0,2.6149936,3.052,2.098
-118.58,34.23,29.0,5.3741403,1.0632737,2037.0,2.8019257,4.1023,2.302
-119.65,37.32,11.0,5.3358026,1.1061728,820.0,2.0246913,2.3565,1.223
-118.29,34.03,38.0,3.403628,0.9909297,1777.0,4.0294785,2.0848,1.352
-122.66,38.27,16.0,4.8349204,0.9777778,477.0,1.5142857,2.1696,0.75
-116.95,33.75,23.0,4.423841,1.0368968,2770.0,2.6206243,1.7847,1.095
-119.76,36.83,17.0,6.139767,1.0449251,1888.0,3.1414309,4.0196,0.842
-119.66,36.33,10.0,4.108861,1.0354431,988.0,2.5012658,1.4194,0.581
-122.94,38.57,33.0,6.12,1.064,728.0,2.912,5.1005,2.667
-122.76,40.4,22.0,6.856688,1.4681529,903.0,2.875796,2.125,1.232
-122.13,37.37,30.0,8.838843,1.0743802,742.0,3.0661156,11.806,5.00001
-117.86,33.87,19.0,6.7130804,1.1772152,891.0,3.7594936,5.6573,2.16
-120.74,39.9,23.0,6.6907897,1.4342105,387.0,2.5460527,2.2656,0.882
-120.3,37.34,33.0,5.674286,1.0628572,556.0,3.1771429,2.4286,1.036
-122.14,37.76,34.0,7.170616,1.0947868,545.0,2.5829384,5.5701,2.528
-118.5,34.02,28.0,3.52102,1.0213646,2313.0,1.594073,3.3266,4.833
-117.36,33.18,39.0,5.0194807,0.9448052,833.0,2.7045455,2.8893,1.854
-123.07,39.12,24.0,7.572414,1.3310345,353.0,2.4344828,3.8333,0.926
-117.87,33.84,16.0,4.4142857,1.0114286,730.0,2.0857143,4.5112,1.39
-120.46,34.63,48.0,5.046595,1.078853,682.0,2.4444444,2.9271,1.466
-120.94,37.7,25.0,7.230216,1.1438849,390.0,2.8057554,4.4,1.741
-123.64,39.45,21.0,5.232087,1.0545171,1908.0,2.9719627,3.0433,1.407
-122.27,37.86,52.0,4.209854,1.0638686,1127.0,2.0565693,1.8447,1.982
-119.1,35.33,4.0,7.361419,0.9955654,3121.0,3.4600887,6.759,1.703
-121.36,38.01,16.0,5.934066,0.9120879,507.0,2.7857144,4.5278,1.669
-122.08,37.64,23.0,4.5382776,1.0526316,1109.0,2.65311,3.142,1.795
-117.02,33.81,10.0,5.774223,1.2202924,2625.0,2.3994515,2.3,1.089
-118.81,34.28,20.0,5.2997117,0.98559076,1882.0,2.7118156,4.1607,1.968
-118.35,34.04,49.0,3.7171717,0.8956229,668.0,2.2491581,3.0856,1.516
-116.34,33.36,24.0,9.308475,1.7423729,731.0,2.477966,3.3214,1.764
-118.58,34.2,35.0,6.257028,1.0722891,793.0,3.1847389,5.1463,2.202
-122.25,37.83,28.0,3.02348,1.0535822,2558.0,1.5400361,2.4234,2.185
-117.41,34.0,38.0,4.2037735,1.0773585,1697.0,3.201887,1.9052,0.834
-117.19,32.81,33.0,6.2288437,0.99284863,2221.0,2.6471992,5.1491,2.07
-117.25,33.05,16.0,6.321267,1.0769231,1387.0,3.138009,4.3286,2.134
-120.83,35.32,11.0,4.927273,1.0621212,1814.0,2.7484848,3.2226,1.832
-122.64,38.24,40.0,4.959799,1.0301508,1039.0,2.6105528,3.7917,1.516
-117.68,34.07,32.0,5.8774834,1.0397351,1067.0,3.5331125,4.0375,1.213
-117.08,33.08,23.0,6.967213,1.0266393,1383.0,2.8340163,4.9844,2.491
-117.69,34.0,28.0,5.4806204,1.1937984,561.0,4.3488374,2.5781,1.116
-117.24,32.79,18.0,4.8269963,1.1711026,964.0,1.8326997,3.4306,2.75
-118.39,33.85,24.0,5.307039,1.0570388,1830.0,2.2208738,5.7128,3.662
-118.58,34.17,29.0,5.7802386,0.9778535,1471.0,2.5059626,6.2064,3.349
-122.25,38.15,24.0,5.4934087,1.0225989,1878.0,3.5367231,3.7014,1.236
-118.31,33.95,44.0,4.93038,1.0537975,1095.0,3.46519,4.0043,1.335
-117.93,33.8,34.0,5.4511175,1.0013967,2054.0,2.868715,4.2731,2.18
-117.01,32.79,31.0,4.7259073,1.020025,1886.0,2.3604505,3.4421,1.553
-116.92,32.84,16.0,5.722154,1.0208079,2188.0,2.6780906,4.6674,1.78
-118.43,33.98,19.0,5.412224,1.0338101,2927.0,1.903121,7.5426,3.517
-121.67,40.87,31.0,5.508711,1.0418118,776.0,2.7038329,2.9063,0.778
-120.55,36.97,42.0,5.467492,1.0650154,1084.0,3.3560371,2.3295,0.744
-118.27,34.09,52.0,4.5422535,1.0746479,1559.0,2.1957746,3.9674,2.688
-117.16,32.73,52.0,3.1498127,1.1554307,873.0,1.6348314,2.0972,1.125
-120.93,38.65,12.0,6.3048434,1.0940171,1097.0,3.1253562,4.5568,1.701
-117.95,33.87,34.0,5.208469,0.9641694,938.0,3.0553746,4.285,1.849
-118.14,33.86,37.0,5.4418607,0.996124,652.0,2.5271318,4.2062,1.954
-121.94,38.37,14.0,5.092511,0.95154184,574.0,2.5286343,3.2396,1.438
-120.93,37.56,17.0,5.42515,1.0808383,672.0,2.011976,1.55,1.661
-119.8,36.68,31.0,5.3221154,1.0384616,1326.0,3.1875,2.1691,0.667
-118.33,34.27,29.0,4.321937,1.0427351,1776.0,2.5299146,3.1349,2.302
-122.03,37.96,20.0,4.204147,1.1020733,1142.0,1.8213716,2.1083,1.625
-118.37,34.13,28.0,6.9707317,1.0195122,1498.0,2.4357724,8.5677,5.00001
-122.38,40.58,34.0,4.8725867,1.0308881,520.0,2.007722,1.6983,0.726
-115.73,32.8,44.0,8.280702,1.4210526,206.0,3.6140351,2.2083,0.938
-120.85,37.75,26.0,5.6,0.8,9.0,1.8,1.625,0.85
-117.99,33.89,21.0,5.258097,1.0323887,2539.0,2.569838,4.5033,1.605
-118.1,33.78,35.0,6.010767,0.9959623,2134.0,2.87214,5.7389,2.518
-119.35,35.58,13.0,4.4069147,0.96276593,1186.0,3.1542554,1.1903,0.632
-119.82,37.57,13.0,7.107884,1.4107884,643.0,2.6680498,2.662,0.924
-118.21,33.79,33.0,0.8888889,0.5,96.0,2.6666667,4.5938,1.125
-122.04,37.96,28.0,4.7896824,1.0,724.0,2.8730159,3.6964,1.657
-122.05,37.38,29.0,5.357143,0.9714286,816.0,2.3314285,5.4351,3.365
-117.89,33.61,41.0,6.302817,1.2711267,540.0,1.9014084,6.0247,5.00001
-117.24,33.94,15.0,4.2520328,1.1463414,1123.0,3.0433605,1.6111,1.139
-118.21,33.92,35.0,4.050971,1.0800971,1870.0,4.538835,3.0417,1.173
-118.01,33.93,31.0,4.606513,1.0067843,1886.0,2.5590231,4.4118,1.744
-118.82,35.2,34.0,4.802198,1.0307692,1910.0,4.197802,2.1136,0.573
-118.28,33.97,38.0,3.6452906,0.995992,2110.0,4.228457,1.6027,0.973
-117.78,33.71,4.0,4.7980294,1.1428572,428.0,2.1083744,4.6141,1.954
-122.45,37.77,52.0,4.8435054,1.0672927,1269.0,1.9859155,3.575,5.00001
-117.97,34.05,33.0,5.2230215,0.9640288,1274.0,4.5827336,3.6563,1.627
-118.22,34.14,52.0,5.9379845,1.0490956,1203.0,3.1085272,5.5291,2.746
-122.02,37.33,25.0,6.6952715,1.0227671,1689.0,2.9579685,7.3693,3.736
-121.18,37.79,16.0,4.4646463,0.962963,509.0,1.7138047,1.9464,1.125
-121.1,38.94,42.0,3.6607144,1.0446428,706.0,6.303571,1.0179,1.25
-118.68,34.08,18.0,4.857143,0.8095238,55.0,2.6190476,3.9934,5.00001
-121.7,36.67,37.0,4.5140843,0.9084507,458.0,3.225352,3.3456,2.526
-117.87,34.15,37.0,6.620948,1.0349127,1056.0,2.6334164,5.4224,2.695
-118.19,33.99,36.0,3.6062324,1.0736544,1398.0,3.96034,2.4516,1.478
-117.99,34.18,38.0,6.8215103,0.98855835,1063.0,2.4324942,6.5254,3.65
-118.11,33.92,32.0,5.740113,1.0734463,729.0,4.118644,4.3,1.513
-119.96,38.84,17.0,9.418685,1.7716264,828.0,2.865052,3.5714,1.097
-121.0,39.16,10.0,6.0309277,1.1597939,537.0,2.7680411,3.2813,1.632
-118.06,34.71,14.0,5.0898438,1.0039062,1228.0,2.3984375,2.5764,1.5
-117.24,33.2,25.0,4.2253885,1.0751295,1045.0,2.707254,2.4505,1.475
-118.35,33.9,25.0,3.953405,1.0776583,2299.0,2.7467144,3.0417,2.37
-122.1,37.4,23.0,3.4683795,1.0039526,1374.0,2.715415,4.3077,2.935
-117.91,33.82,32.0,4.9577465,1.0809859,1331.0,4.6866198,3.7014,1.796
-117.88,34.1,32.0,5.557947,1.0281457,1696.0,2.807947,4.2685,2.166
-118.06,33.91,36.0,4.9454546,0.98545456,909.0,3.3054545,4.6731,1.733
-117.2,34.48,7.0,5.6094275,1.0695847,2764.0,3.1021323,3.205,1.019
-118.19,33.79,30.0,3.6552942,1.1694118,3543.0,4.1682353,1.9387,1.417
-122.54,38.0,28.0,4.27,1.0325,1694.0,2.1175,3.18,2.77
-118.06,34.1,38.0,6.3636365,1.0714285,874.0,2.8376622,4.8594,2.659
-120.5,37.32,13.0,5.275204,1.0463215,1158.0,3.1553133,2.75,0.832
-118.25,34.25,34.0,6.5625,1.0791667,1392.0,2.9,4.9355,3.369
-118.47,34.01,41.0,5.6569037,1.165272,1047.0,2.1903765,4.4211,4.629
-122.27,37.86,52.0,4.0749063,1.1423221,486.0,1.8202248,2.6071,2.5
-118.99,36.07,21.0,5.816568,0.97633135,672.0,3.9763315,2.975,0.639
-117.66,35.61,5.0,6.6531324,1.0812064,2623.0,3.0429235,4.8494,0.872
-121.93,37.89,13.0,7.8977275,1.1060606,852.0,3.2272727,7.3445,3.667
-119.01,35.38,44.0,5.0465117,1.2790698,274.0,3.1860466,1.1944,0.575
-121.79,37.99,10.0,7.09215,1.0392492,1878.0,3.2047782,5.6506,1.786
-118.05,34.17,45.0,5.8009152,1.0411899,1036.0,2.3707094,5.0482,3.889
-119.73,36.76,30.0,4.977492,0.9067524,886.0,2.8488746,3.1,0.713
-117.03,32.77,34.0,4.235849,1.009434,918.0,2.1650944,2.875,1.612
-121.05,38.92,34.0,5.6719575,0.984127,899.0,2.3783069,3.3021,1.588
-121.45,38.61,34.0,4.38,1.16,263.0,2.63,0.9379,0.675
-118.02,34.13,32.0,4.9595203,1.0764618,1803.0,2.7031484,3.9464,2.736
-121.9,37.1,23.0,7.1764708,1.2058823,670.0,2.815126,6.4517,3.566
-121.96,38.02,35.0,5.328713,1.0732673,1409.0,2.790099,3.016,0.953
-121.04,39.19,17.0,5.035294,0.9823529,518.0,3.0470588,3.5859,1.443
-118.12,34.69,27.0,5.7724667,0.957935,1580.0,3.0210326,3.7804,1.135
-119.8,36.86,7.0,6.1569376,1.1492823,2733.0,2.615311,3.7656,1.45
-121.3,38.73,9.0,5.328859,1.0536913,2717.0,2.6049857,3.6455,1.392
-122.27,37.51,36.0,5.9324894,0.9451477,598.0,2.5232067,5.8964,4.148
-117.65,33.63,16.0,7.9344263,0.99531615,1395.0,3.266979,8.4471,3.513
-117.97,33.88,16.0,6.2987423,0.9433962,1172.0,3.6855345,6.0394,3.216
-117.36,33.88,15.0,7.479058,1.1020943,1361.0,3.562827,4.6875,1.898
-118.39,34.01,35.0,4.9819818,1.0337838,2101.0,2.3659909,3.9688,3.551
-122.05,37.63,5.0,4.7790403,1.1818181,2240.0,2.8282828,3.2829,1.625
-121.91,37.33,28.0,3.2428572,1.05,366.0,2.6142857,2.9853,1.875
-121.43,38.66,35.0,4.876344,0.98655915,1076.0,2.8924732,2.7179,0.811
-118.47,34.14,34.0,6.00659,1.0049423,1390.0,2.2899506,7.629,5.00001
-117.34,33.21,23.0,5.4406333,0.99208444,1302.0,3.4353561,4.0109,1.457
-118.28,34.24,32.0,5.1561866,1.0669371,1278.0,2.592292,4.45,2.636
-118.36,34.07,40.0,4.1292515,1.0136055,777.0,1.7619047,2.3375,3.552
-117.69,33.65,15.0,7.640227,1.0594901,2383.0,3.375354,7.5619,3.02
-118.14,34.06,37.0,5.6260505,1.0840336,706.0,2.9663866,4.7569,2.538
-121.22,37.8,28.0,4.707581,1.0397112,1719.0,3.102888,2.1186,0.944
-116.54,33.81,24.0,7.307323,1.4609843,1721.0,2.0660264,3.1493,1.994
-119.79,36.79,26.0,4.4041452,1.0958549,909.0,2.3549223,2.256,0.645
-121.85,36.6,21.0,3.61305,1.063733,1264.0,1.9180577,2.5372,2.18
-118.06,33.8,20.0,4.5361843,1.0953947,937.0,3.0822368,3.6217,1.953
-118.12,33.94,33.0,6.0604396,1.0796703,973.0,2.6730769,4.675,2.83
-118.02,33.89,36.0,6.2217193,1.0950227,670.0,3.0316741,5.0839,1.982
-119.23,34.27,29.0,4.6385374,1.1308017,1509.0,2.1223629,3.8125,2.445
-118.99,35.4,48.0,5.9439254,1.0311526,789.0,2.457944,3.5714,0.846
-118.37,34.17,10.0,3.3356643,1.1025641,1438.0,3.3519814,2.2756,2.214
-118.46,34.17,22.0,4.1658387,1.078882,2620.0,1.6273292,3.1478,2.737
-118.38,33.95,35.0,3.5423913,1.0510869,2003.0,2.1771739,3.2708,4.0
-117.09,32.66,37.0,3.7333333,1.0,1086.0,3.290909,1.6389,1.143
-118.24,34.14,9.0,3.344993,1.0205761,4486.0,3.0768175,2.4421,2.221
-117.19,32.84,35.0,5.5465684,1.0465686,1001.0,2.4534314,3.875,1.72
-115.54,32.79,23.0,4.541114,1.0689656,1370.0,3.6339521,1.275,0.604
-122.69,38.34,12.0,5.0732985,1.0235602,2146.0,2.8089006,4.0844,1.654
-122.05,37.37,27.0,6.410891,1.090759,1537.0,2.5363035,6.6085,3.447
-117.16,34.9,16.0,5.298658,1.0973154,934.0,3.1342282,2.7305,0.738
-117.06,32.6,24.0,4.4227643,1.0894309,1095.0,4.4512196,2.4191,1.073
-118.3,33.78,35.0,4.955684,0.97109824,1172.0,2.2581887,4.6207,3.041
-122.21,40.18,30.0,4.509091,0.94545454,410.0,2.4848485,2.1898,0.632
-117.8,33.7,5.0,4.3633804,1.0647887,735.0,2.0704226,5.2923,1.94
-122.79,39.02,23.0,7.642857,2.4166667,265.0,3.1547618,1.8833,0.969
-119.19,36.14,41.0,5.883721,1.0852714,408.0,3.1627908,3.9,0.859
-122.08,37.92,28.0,5.464368,1.0781609,1068.0,2.4551723,4.4561,2.5
-118.22,33.98,30.0,3.2578511,1.0661157,2650.0,4.380165,2.0357,1.699
-117.39,33.97,52.0,6.2514176,1.0453687,1269.0,2.3988657,4.3176,1.362
-121.89,37.3,47.0,5.5023365,0.9953271,961.0,2.245327,5.3955,2.823
-117.07,32.76,42.0,4.8078947,0.99473685,880.0,2.3157895,2.5125,1.766
-118.43,34.04,42.0,5.281008,1.1027132,1115.0,2.1608527,4.5833,4.275
-123.53,40.88,20.0,7.768116,1.7362319,918.0,2.6608696,2.2115,0.75
-119.77,36.86,7.0,7.3647685,0.9679715,1843.0,3.2793593,8.2737,1.935
-122.27,37.45,41.0,5.4248366,0.8888889,353.0,2.3071895,6.3824,5.00001
-117.79,33.7,6.0,4.203166,0.97889185,832.0,2.1952507,4.4286,2.395
-122.01,38.27,17.0,5.979605,1.0144737,4758.0,3.130263,4.0619,1.266
-121.43,38.64,34.0,4.7630334,0.97393364,1501.0,3.5568721,2.0417,0.659
-116.48,33.94,10.0,6.695473,1.8786008,923.0,1.899177,1.8,0.81
-118.32,34.06,36.0,5.292484,1.1797385,1383.0,2.259804,4.5918,3.37
-117.98,33.86,26.0,3.936508,0.9047619,781.0,2.479365,4.1287,2.058
-118.12,34.6,33.0,4.9413095,1.1218961,1459.0,3.2934537,2.3958,0.945
-118.36,34.19,46.0,5.681356,1.0915254,846.0,2.8677967,5.1814,2.095
-118.18,33.78,17.0,3.9416666,1.2111111,1300.0,3.6111112,2.0769,1.0
-121.63,39.78,28.0,5.4271846,1.0582525,770.0,2.4919095,2.6823,0.934
-118.2,34.12,41.0,4.2119207,1.1103753,1557.0,3.437086,2.9194,1.62
-115.93,35.55,18.0,5.845133,1.2035398,754.0,3.3362832,3.4028,0.675
-121.41,40.82,16.0,7.370166,1.4254143,915.0,2.5276244,2.3393,0.903
-121.86,37.38,15.0,5.017115,0.99022007,1380.0,3.374083,5.8686,1.811
-121.0,37.26,45.0,4.943503,1.0480226,847.0,2.3926554,1.7062,0.774
-118.04,34.16,38.0,6.453441,1.0080972,633.0,2.562753,5.9582,3.507
-117.84,33.84,23.0,5.1867614,1.0212766,2526.0,2.9858155,4.5217,2.194
-122.14,38.02,44.0,4.2207794,1.122078,825.0,2.142857,2.0523,1.339
-122.05,37.87,30.0,7.130435,1.0217391,847.0,2.6304348,6.7192,3.975
-121.21,37.8,44.0,4.109589,0.98630136,160.0,2.1917808,2.1786,1.208
-117.91,33.78,33.0,5.1009345,1.0261682,2223.0,4.1551404,4.0362,1.779
-118.25,34.0,36.0,4.027397,1.0582192,1267.0,4.339041,1.6382,1.05
-121.57,38.19,36.0,5.717213,1.0819672,700.0,2.8688524,2.4353,1.625
-121.93,37.28,10.0,3.9686325,1.0439147,1537.0,1.9284818,4.1674,2.14
-117.41,34.0,26.0,3.875817,1.0147059,1647.0,2.6911764,1.4719,0.886
-118.1,33.85,28.0,6.023454,1.0021322,1352.0,2.8827293,5.2639,2.42
-118.23,33.8,26.0,2.1339285,1.2053572,165.0,1.4732143,1.3333,1.875
-117.11,32.58,21.0,4.0646067,0.96207863,2109.0,2.9620786,2.2755,1.25
-118.3,34.25,44.0,4.9383564,0.97602737,859.0,2.9417808,4.5833,1.973
-119.76,36.78,30.0,4.997549,1.0866013,2768.0,2.261438,2.1383,0.788
-121.06,37.7,7.0,5.4436703,1.07259,4827.0,2.8031359,3.462,1.519
-117.08,32.75,15.0,4.1480637,1.1753986,1385.0,3.1548975,2.5101,0.953
-118.47,35.72,18.0,6.889855,1.557971,1366.0,1.9797101,2.0694,0.812
-121.87,37.23,19.0,7.4994903,0.98165137,3018.0,3.0764525,6.9473,3.614
-117.2,32.79,34.0,3.40991,0.954955,409.0,1.8423424,3.2312,1.922
-118.2,33.92,39.0,5.072464,1.0483092,895.0,4.3236713,3.1538,1.556
-122.42,38.27,25.0,6.795031,1.1718427,1244.0,2.5755694,4.5313,3.084
-121.39,38.43,3.0,8.531646,1.2151898,990.0,3.1329114,5.4445,2.376
-117.76,33.53,28.0,6.4270835,1.0395833,1176.0,2.45,7.9794,4.261
-116.24,33.71,10.0,4.895935,1.20542,5525.0,2.99458,2.7598,0.95
-118.9,34.26,5.0,7.2418056,1.0123634,11956.0,3.4376078,6.9712,3.213
-117.7,33.62,19.0,5.9737372,0.9939394,1639.0,3.3111112,5.0686,2.256
-122.19,37.83,29.0,6.6579924,1.007435,661.0,2.4572492,6.8538,3.689
-122.25,37.85,52.0,5.817352,1.0730593,558.0,2.5479453,5.6431,3.413
-122.16,37.7,36.0,5.907652,1.0316622,1203.0,3.1741426,5.0043,1.904
-121.51,38.56,43.0,3.5646257,1.0612245,1320.0,4.4897957,1.0649,1.375
-117.52,33.83,22.0,5.9478908,0.99255586,1347.0,3.3424318,4.46,1.898
-123.1,38.79,20.0,4.8730407,1.1159874,1643.0,2.5752351,2.8344,1.644
-117.92,33.92,19.0,6.47181,1.1869437,1272.0,3.7744808,5.1952,3.021
-117.91,33.91,24.0,5.8415585,0.9844156,1015.0,2.6363637,4.9766,2.671
-122.45,40.56,17.0,5.2036476,0.9331307,963.0,2.9270518,3.9375,1.487
-121.71,38.72,32.0,4.6103897,1.0064934,550.0,3.5714285,2.8882,1.514
-122.24,40.17,51.0,4.813765,1.1821862,1083.0,2.1923077,1.577,0.519
-118.01,34.15,32.0,4.52159,1.0822481,3689.0,2.528444,3.2377,1.841
-118.22,34.1,33.0,5.597059,1.1352941,1187.0,3.4911764,4.0469,1.966
-118.25,33.99,41.0,2.7467651,0.94085026,2312.0,4.2735677,1.3963,0.929
-118.17,34.68,13.0,7.377072,1.0676795,2288.0,3.160221,6.6772,1.856
-121.94,38.89,15.0,5.394834,1.1586716,774.0,2.8560886,2.5478,0.917
-117.06,33.14,27.0,5.3263597,0.9400279,2447.0,3.4128313,3.8185,1.372
-117.61,33.63,2.0,6.570225,1.1474719,1970.0,2.766854,6.1078,2.19
-118.21,34.03,52.0,4.107438,1.0909091,547.0,4.5206614,2.2083,1.463
-121.83,37.3,16.0,4.312595,1.0515933,4203.0,3.1889226,3.1964,1.858
-117.8,33.75,29.0,6.4514766,1.0295359,1197.0,2.5253165,5.3903,2.866
-119.84,36.83,17.0,8.642586,1.1330799,700.0,2.661597,6.8645,1.959
-121.97,37.25,32.0,5.878049,1.0081301,1193.0,2.4247968,6.131,3.678
