issue_date,listing_date,condition,color_type,length(m),height(cm),X1,X2,pet_category,breed_category
1448668800.0,1483374660.0,0.0,Fawn,0.58,28.03,0,1,2,1
1332374400.0,1521549720.0,1.0,Tan,0.29,16.18,0,7,2,0
1517529600.0,1552066440.0,0.0,Brown,0.24,9.27,0,8,2,1
1532908800.0,1546068120.0,2.0,Black,0.16,19.11,13,9,2,1
1547856000.0,1556470740.0,0.0,Brown,0.05,28.69,0,1,2,1
1470441600.0,1474051260.0,2.0,Black,0.88,37.65,11,4,1,1
1432944000.0,1508429580.0,0.0,Black,0.69,12.02,0,7,2,1
1335744000.0,1495296900.0,1.0,Tan,0.59,46.1,0,1,2,0
1533600000.0,1540058400.0,2.0,Orange Tabby,0.14,5.83,9,2,1,0
1468022400.0,1476035100.0,0.0,Brown Tabby,0.05,22.58,7,1,1,1
1491091200.0,1556907180.0,0.0,White,0.39,32.74,0,1,2,1
1440374400.0,1473948960.0,2.0,Tan,0.17,9.77,0,7,2,1
1436486400.0,1470071040.0,1.0,Fawn,0.75,11.58,0,7,2,0
1471737600.0,1474307220.0,0.0,Blue,0.16,26.86,13,9,1,2
1508889600.0,1523627940.0,1.0,Black,0.95,44.65,7,1,2,0
1537056000.0,1539533880.0,2.0,Black,0.97,15.58,13,9,1,0
1439337600.0,1473188880.0,0.0,Brown Tabby,0.59,16.82,0,1,1,1
1422403200.0,1551719160.0,1.0,White,0.24,17.0,0,1,2,0
1471132800.0,1505052660.0,1.0,Black,0.77,7.88,0,1,2,0
1479859200.0,1545747240.0,1.0,Tan,0.81,26.86,13,9,2,0
1505952000.0,1540472640.0,1.0,Brown,0.85,36.42,0,1,2,0
1518048000.0,1535909400.0,1.0,Gray,0.08,27.78,0,1,2,0
1479340800.0,1488872520.0,1.0,White,0.44,22.12,7,1,1,0
1482192000.0,1502734980.0,0.0,White,0.86,24.96,0,1,2,1
1500768000.0,1508771460.0,1.0,Orange Tabby,0.02,11.88,7,1,1,0
1516406400.0,1532371200.0,0.0,Tan,0.74,23.69,0,1,2,1
1451260800.0,1548341280.0,2.0,Blue,0.28,12.64,0,7,2,0
1493337600.0,1503323580.0,0.0,Black,0.66,44.29,13,9,2,1
1349481600.0,1509103920.0,0.0,Brown,0.03,14.21,0,7,2,1
1478822400.0,1489318620.0,2.0,Flame Point,0.5,40.54,18,4,1,0
1504137600.0,1511026920.0,2.0,Torbie,0.57,12.69,0,1,1,1
1466467200.0,1531659540.0,0.0,Brown,0.03,12.69,13,9,2,1
1454544000.0,1471098720.0,1.0,Brown Merle,0.21,17.73,0,1,2,0
1519776000.0,1537281840.0,2.0,Tan,0.68,6.97,13,9,4,0
1390780800.0,1550755380.0,2.0,Brown Tabby,0.15,10.31,17,9,1,1
1527292800.0,1529242140.0,0.0,White,0.84,46.31,18,4,4,2
1470787200.0,1486234320.0,1.0,Brown Tabby,0.83,42.76,0,1,1,0
1388102400.0,1547734020.0,2.0,Brown,0.49,19.22,18,4,2,0
1410998400.0,1476533700.0,2.0,Brown,0.3,27.32,18,4,2,0
1523404800.0,1557422580.0,1.0,Brown,0.98,24.22,13,9,2,0
1479427200.0,1488453300.0,0.0,Calico,0.79,16.51,0,1,1,1
1422748800.0,1484910480.0,2.0,White,0.43,13.09,0,7,2,0
1468627200.0,1475688960.0,0.0,Calico Point,0.07,24.21,7,1,1,1
1538006400.0,1544898540.0,0.0,Calico,0.97,29.0,0,1,1,1
1473379200.0,1482517020.0,1.0,Black,0.81,9.2,0,1,1,0
1472428800.0,1537525020.0,0.0,Brown,0.16,30.21,15,4,4,2
1512518400.0,1524828120.0,1.0,Blue,0.55,45.62,0,7,1,0
1498780800.0,1532543220.0,1.0,Brown,0.52,12.64,0,1,2,0
1538265600.0,1545674640.0,1.0,Orange Tabby,0.19,21.6,0,1,1,0
1511136000.0,1545746760.0,2.0,White,0.5,14.2,0,1,4,1
1513987200.0,1547407020.0,0.0,Brown,0.25,21.99,15,4,4,2
1492646400.0,1527270360.0,1.0,Black,0.89,7.12,0,7,2,0
1125360000.0,1474633020.0,0.0,Tan,0.1,18.43,13,9,2,1
1261785600.0,1484662740.0,1.0,Orange Tabby,0.87,49.8,13,9,1,0
1530576000.0,1539283440.0,1.0,Orange Tabby,0.26,12.2,7,1,1,0
1430092800.0,1528393860.0,1.0,Black,0.75,22.31,0,1,2,0
1295222400.0,1543511160.0,1.0,Blue Tabby,0.93,32.27,0,1,1,0
1499817600.0,1505304480.0,2.0,Calico,0.91,49.85,13,9,1,1
1201651200.0,1523194620.0,2.0,Torbie,0.96,10.3,0,7,1,1
1465257600.0,1469787780.0,0.0,Black,0.56,10.75,15,4,4,2
1511827200.0,1520259540.0,0.0,Blue,0.91,19.47,0,1,1,1
1454544000.0,1525019880.0,0.0,Brown,0.97,46.19,0,3,4,2
1290470400.0,1481648100.0,1.0,Yellow,0.2,8.15,0,7,2,0
1390608000.0,1487761500.0,2.0,Tricolor,0.73,18.4,13,9,2,0
1162339200.0,1543276800.0,1.0,White,0.12,48.4,13,9,2,0
1253836800.0,1510599120.0,1.0,Tan,0.51,21.46,0,7,2,0
1475625600.0,1531156020.0,1.0,Tan,0.09,35.43,0,7,2,0
1491868800.0,1512211620.0,0.0,Black,0.95,20.46,11,4,4,2
1491782400.0,1525350240.0,2.0,Black,0.52,25.88,0,3,1,1
1079827200.0,1549986240.0,1.0,White,0.23,25.91,0,7,2,0
1479600000.0,1553412420.0,1.0,Brown,0.94,40.46,7,1,2,0
1413504000.0,1541610360.0,2.0,Tan,0.63,41.96,13,9,2,1
1501286400.0,1509012600.0,1.0,Black,0.26,8.01,0,1,1,0
1489449600.0,1526914800.0,1.0,White,0.09,22.7,0,1,2,0
1506643200.0,1513175580.0,2.0,Black,0.31,30.51,13,9,1,0
1547683200.0,1555278660.0,0.0,Gray,0.54,32.94,0,1,1,1
1521676800.0,1555145700.0,0.0,Black,0.36,31.47,15,4,4,2
1374537600.0,1503763620.0,1.0,Blue,0.91,45.31,0,7,1,0
1375488000.0,1472125560.0,2.0,White,0.4,32.84,0,7,2,1
1460678400.0,1495031700.0,2.0,Tricolor,0.24,15.67,13,9,2,0
1505347200.0,1534150920.0,1.0,Black,0.22,41.75,13,9,2,0
1478044800.0,1515332400.0,1.0,Black,0.54,33.18,13,9,1,0
1282608000.0,1537369560.0,0.0,Red,0.28,34.77,13,9,2,1
1018483200.0,1494074460.0,1.0,Blue,0.43,9.93,18,4,1,0
1547510400.0,1554454380.0,1.0,Brown Tabby,0.78,19.39,7,1,1,0
1278720000.0,1501520400.0,1.0,Red,0.37,6.27,0,7,2,0
1441411200.0,1553618160.0,0.0,Gray Tabby,0.67,25.13,0,7,1,1
1476921600.0,1490787300.0,0.0,Black,0.79,14.88,7,1,1,1
1412553600.0,1497378480.0,0.0,White,0.29,28.56,0,7,2,1
1445558400.0,1542211920.0,2.0,Black,0.86,25.81,13,9,2,0
1453334400.0,1470999480.0,0.0,White,0.62,41.66,9,2,4,2
1506902400.0,1523374860.0,0.0,Tortie,0.99,37.94,0,1,1,1
1412294400.0,1509023520.0,1.0,Tan,0.1,34.3,0,7,2,0
1477785600.0,1542712140.0,0.0,Black,0.01,35.01,18,4,1,1
1531785600.0,1539762360.0,1.0,Chocolate,0.73,30.4,7,1,1,0
1375228800.0,1473792840.0,0.0,Buff,0.77,42.62,0,7,2,1
1246060800.0,1507893480.0,0.0,Black,0.2,17.94,18,4,2,1
1488412800.0,1504891500.0,1.0,Black,0.02,16.84,0,1,2,0
1533513600.0,1535998380.0,0.0,Brown Tabby,0.78,34.3,13,9,1,2
1543104000.0,1555696920.0,1.0,White,0.56,46.42,0,8,1,0
1407283200.0,1474307280.0,0.0,Blue Merle,0.09,35.61,0,7,2,1
1300665600.0,1492275120.0,1.0,Fawn,0.53,5.05,0,7,2,0
1379289600.0,1538938440.0,1.0,Black,0.43,15.48,18,4,1,0
1533772800.0,1557493500.0,0.0,Tan,0.65,43.58,0,1,2,1
1419292800.0,1550253960.0,0.0,Brown,0.92,38.0,0,1,2,1
1461283200.0,1526491620.0,1.0,White,0.66,26.8,0,1,2,0
1407369600.0,1472747100.0,0.0,Black,0.29,19.16,0,1,2,1
1089331200.0,1471448580.0,2.0,White,0.24,47.34,7,1,2,1
1459814400.0,1472297580.0,1.0,Black,0.28,29.44,0,7,2,0
1548460800.0,1556212200.0,0.0,Black,0.98,5.28,7,1,2,1
1432944000.0,1498417740.0,1.0,Buff,0.51,42.45,0,1,2,0
1187568000.0,1505154660.0,0.0,Brown Tabby,0.25,7.1,13,9,1,1
1467072000.0,1479546000.0,2.0,Brown Tabby,0.56,8.09,16,9,1,0
1468800000.0,1477990860.0,0.0,Blue,0.09,11.05,7,1,1,1
1391472000.0,1488135360.0,0.0,Sable,0.53,40.98,0,7,2,1
1470009600.0,1549284900.0,1.0,Black,0.06,29.51,0,7,2,0
1470528000.0,1536261180.0,1.0,Chocolate,0.9,32.6,0,1,2,0
1544918400.0,1553515860.0,1.0,Orange Tabby,0.06,16.48,0,1,1,0
1412899200.0,1480421040.0,0.0,Blue,0.35,7.27,13,9,2,1
1486425600.0,1533481920.0,0.0,Tricolor,0.9,39.35,13,9,2,1
1494374400.0,1503937020.0,2.0,Brown Brindle,0.44,38.56,0,7,2,1
1322265600.0,1482149220.0,1.0,White,0.83,12.7,0,7,2,0
1539993600.0,1547658540.0,2.0,White,0.03,14.58,0,1,2,1
1489968000.0,1499785680.0,2.0,White,0.52,6.97,0,1,2,1
1362009600.0,1475929920.0,1.0,White,0.83,35.83,0,1,2,0
1448755200.0,1490975760.0,0.0,Black,0.85,15.16,0,1,2,1
1442966400.0,1505915760.0,1.0,Black,0.99,12.9,0,7,2,0
1493683200.0,1517184000.0,0.0,White,0.77,20.46,13,9,2,1
1487030400.0,1495787580.0,0.0,Orange Tabby,0.59,8.19,7,1,1,1
1486166400.0,1540658100.0,0.0,Blue,0.42,9.41,0,1,1,1
1512086400.0,1519758000.0,0.0,Blue Tabby,0.13,8.22,0,1,1,1
1101513600.0,1513619040.0,2.0,Yellow,0.2,40.1,13,9,2,1
1505260800.0,1539109920.0,1.0,White,0.84,39.59,17,9,1,0
1530403200.0,1539705180.0,0.0,Brown Tabby,0.59,28.94,0,1,1,1
1497484800.0,1532024280.0,0.0,Tortie,0.89,35.81,0,1,4,1
1452211200.0,1534764180.0,1.0,Brown,0.07,42.24,13,9,2,0
1481587200.0,1484224500.0,0.0,White,0.09,26.1,13,9,1,2
1517356800.0,1550749920.0,0.0,Gray,0.83,16.63,18,4,1,2
1475539200.0,1499887560.0,0.0,Black,0.55,25.23,0,1,2,1
1541635200.0,1554824640.0,1.0,Brown Tabby,0.12,42.05,0,1,1,0
1504742400.0,1517577420.0,0.0,Black,0.39,9.98,0,1,2,1
1544832000.0,1551702960.0,2.0,Blue,0.39,21.28,7,1,2,1
1543449600.0,1554742260.0,0.0,Black,0.12,35.17,0,1,2,1
1352678400.0,1499689260.0,0.0,Tricolor,0.93,42.08,0,1,2,1
1535760000.0,1543488960.0,1.0,Brown Tabby,0.09,28.47,0,1,1,0
1436572800.0,1501493820.0,0.0,Brown,0.64,24.94,0,3,4,2
1451779200.0,1485246120.0,0.0,Brown,0.79,22.5,15,4,4,2
1502496000.0,1541694660.0,0.0,Tricolor,0.87,48.68,0,1,2,1
1511395200.0,1545935040.0,1.0,Blue,0.4,15.51,0,1,1,0
1467158400.0,1500488160.0,0.0,Blue Tabby,0.66,46.57,0,7,1,1
1464739200.0,1498660380.0,0.0,Brown,0.02,20.6,0,6,0,2
1527811200.0,1542120300.0,1.0,Black,0.66,29.45,0,1,1,0
1496448000.0,1535640540.0,0.0,Brown,0.76,43.97,0,1,2,1
1541980800.0,1555102020.0,1.0,Brown Tabby,0.16,6.66,0,1,1,0
1406592000.0,1472483820.0,0.0,Tortie,0.55,34.49,13,9,1,1
1490140800.0,1555093620.0,2.0,White,0.28,28.5,0,7,2,1
1480982400.0,1545989100.0,0.0,Black,0.25,22.53,15,4,4,2
1514332800.0,1556126340.0,0.0,Brown Tabby,0.46,43.72,0,1,1,1
1284249600.0,1503684840.0,1.0,Brown,0.38,49.31,0,1,2,0
1523836800.0,1531156260.0,0.0,Torbie,0.91,48.69,0,1,1,1
1426550400.0,1491999780.0,1.0,Brown Brindle,0.71,13.57,0,1,2,0
1466985600.0,1501265280.0,1.0,White,0.42,5.37,0,1,2,0
1468627200.0,1476554880.0,0.0,Blue Tabby,0.27,25.91,0,1,1,1
1381363200.0,1497786600.0,0.0,Brown Brindle,0.65,25.71,0,7,2,1
1529280000.0,1550578260.0,1.0,Black,0.06,25.86,13,9,2,0
1210464000.0,1471806720.0,1.0,White,0.05,8.79,0,7,2,0
1306281600.0,1491416760.0,1.0,White,0.05,17.57,0,7,2,0
1420675200.0,1485769020.0,1.0,Brown Tabby,0.28,18.67,18,4,1,0
1468022400.0,1476187620.0,1.0,Orange Tabby,0.51,27.9,7,1,1,0
1476921600.0,1486383120.0,1.0,Brown Tabby,0.47,44.41,0,1,1,0
1523664000.0,1536422940.0,1.0,Black,0.83,5.48,0,1,1,0
1507593600.0,1530978180.0,1.0,Black,0.05,29.8,13,9,2,0
1513382400.0,1544097900.0,2.0,Liver,0.26,43.8,0,7,2,1
1451692800.0,1485159540.0,0.0,Black,0.04,44.21,15,4,4,2
1547337600.0,1552994520.0,2.0,Tan,0.67,5.19,13,9,2,1
1025827200.0,1469450160.0,2.0,Sable,0.35,10.28,18,4,2,0
1490140800.0,1523986620.0,1.0,Orange,0.87,24.34,0,1,1,0
1280620800.0,1472064480.0,1.0,Tan,0.46,34.86,0,1,2,0
1482019200.0,1496082180.0,0.0,Brown Tabby,0.46,33.48,7,1,1,1
1488585600.0,1554138300.0,2.0,Tan,0.72,15.56,0,7,2,1
1235001600.0,1524666300.0,0.0,Blue,0.9,12.18,0,1,1,1
1479427200.0,1485087540.0,2.0,Tan,0.86,6.75,13,9,2,1
1407024000.0,1483890360.0,0.0,Brown Brindle,0.8,6.24,13,9,2,1
1350691200.0,1479658980.0,1.0,Black,0.92,22.91,0,7,1,0
1487894400.0,1522085820.0,1.0,Brown Brindle,0.48,49.95,0,1,2,0
1421280000.0,1471359360.0,0.0,Tricolor,0.83,6.47,0,7,2,1
1508803200.0,1519294860.0,0.0,Torbie,0.93,47.63,7,1,1,1
1480896000.0,1514999820.0,0.0,Sable,0.65,47.31,0,1,2,1
1476576000.0,1494604680.0,0.0,Black,0.99,10.72,13,9,2,1
1436054400.0,1469445840.0,0.0,Gray,0.94,6.13,11,4,4,2
1495584000.0,1528992540.0,0.0,Black,0.2,49.03,15,4,4,2
1485475200.0,1520601360.0,1.0,Black,0.2,18.35,7,1,2,0
1469318400.0,1505738160.0,0.0,Cream,0.58,17.57,0,7,2,1
1468972800.0,1477673340.0,0.0,Tortie,0.25,41.44,7,1,1,1
1510012800.0,1553857740.0,0.0,Cream Tabby,0.82,35.32,13,9,1,1
1452211200.0,1469873760.0,0.0,Brown,0.04,17.3,15,4,4,2
1523318400.0,1533225240.0,0.0,Black,0.79,9.78,13,9,2,1
1396656000.0,1524748200.0,0.0,Yellow,0.27,22.14,0,7,2,1
1507593600.0,1512494580.0,2.0,Brown Tabby,0.49,30.7,13,9,1,1
1525737600.0,1538908860.0,0.0,Brown Brindle,0.51,15.24,13,9,2,1
1505174400.0,1538649960.0,0.0,Brown,0.33,37.97,0,3,4,2
1464220800.0,1480004220.0,0.0,White,0.91,39.0,13,9,2,1
1497657600.0,1531073640.0,0.0,Brown,0.3,40.83,15,4,4,2
1497052800.0,1538054400.0,1.0,Blue,0.07,24.11,0,8,2,0
1527724800.0,1529853060.0,0.0,Orange Tabby,0.0,35.1,18,4,1,2
1477094400.0,1486134180.0,1.0,Brown Tabby,0.59,19.81,0,1,1,0
1480291200.0,1545501780.0,1.0,Tan,0.52,17.77,0,1,2,0
1479427200.0,1486566480.0,0.0,White,0.3,37.91,13,9,2,2
1509321600.0,1542991320.0,1.0,Black,0.03,7.62,0,7,1,0
1511913600.0,1517320440.0,2.0,Orange Tabby,0.74,29.82,13,9,1,0
1496448000.0,1517140860.0,1.0,White,0.53,23.34,7,1,1,0
1511222400.0,1547387220.0,0.0,Brown,0.73,8.19,13,9,2,1
1248134400.0,1484914800.0,0.0,White,0.16,29.4,0,1,2,1
1524873600.0,1534174140.0,1.0,Black,0.01,42.94,7,1,2,0
1444435200.0,1509905880.0,1.0,Red,0.74,29.6,0,1,2,0
1043884800.0,1551964260.0,1.0,Brown Tabby,0.3,22.04,13,9,1,0
1507075200.0,1516126740.0,1.0,Black,0.86,38.03,0,1,2,0
1351209600.0,1511200140.0,0.0,Tan,0.87,49.41,0,1,2,1
1496707200.0,1531073040.0,1.0,Black,0.63,48.49,0,1,2,0
1487462400.0,1505481900.0,1.0,Brown Brindle,0.69,5.58,0,1,2,0
1508371200.0,1542133680.0,0.0,White,0.24,43.94,0,1,2,1
1487721600.0,1521222000.0,1.0,Brown,0.15,10.96,0,1,2,0
1466467200.0,1501200000.0,1.0,White,0.9,20.66,13,9,2,0
1499040000.0,1539087360.0,0.0,Black,0.74,48.34,0,1,2,1
1518220800.0,1544098140.0,0.0,White,0.04,15.3,0,1,1,1
1507334400.0,1512691200.0,2.0,Black,0.04,7.69,13,9,2,1
1482278400.0,1492432440.0,1.0,Red,0.19,46.14,0,1,2,0
1509667200.0,1517326260.0,2.0,Blue Tabby,0.44,23.55,13,9,1,1
1438214400.0,1503833520.0,1.0,Brown Tabby,0.14,7.12,0,7,1,0
1483660800.0,1486832760.0,2.0,Brown,0.04,10.51,13,9,2,0
1502496000.0,1549463460.0,1.0,Black,0.94,41.76,0,1,2,0
1405987200.0,1472040420.0,1.0,Gray,0.08,32.09,0,1,2,0
1348358400.0,1540124100.0,1.0,Buff,0.23,11.28,0,7,2,0
1490745600.0,1556111040.0,2.0,Cream,0.54,7.15,0,1,2,1
1447632000.0,1512723960.0,0.0,Brown,0.03,37.82,15,4,4,2
1414195200.0,1482750360.0,1.0,Brown Tabby,0.88,29.18,13,9,1,0
1498003200.0,1505236980.0,1.0,Cream,0.69,7.03,0,7,2,0
1494028800.0,1501947420.0,0.0,Tortie,0.41,27.69,7,1,1,1
1466640000.0,1475860860.0,0.0,Gray Tabby,0.2,33.22,0,1,1,1
1390608000.0,1554657060.0,1.0,White,0.33,19.92,0,7,2,0
1481241600.0,1509730560.0,0.0,Black,0.04,43.27,0,1,2,1
1515715200.0,1517752560.0,0.0,Orange Tabby,0.3,29.11,13,9,1,2
1454716800.0,1470574800.0,1.0,Tan,0.37,37.33,7,1,2,0
1470268800.0,1477417740.0,1.0,Brown Tabby,0.54,30.79,0,1,1,0
1471305600.0,1536682080.0,1.0,Black,0.84,6.09,0,1,2,0
1473811200.0,1520709120.0,0.0,Calico,0.74,41.03,0,1,1,1
1295654400.0,1486991460.0,2.0,Brown Brindle,0.28,19.18,0,7,2,0
1537315200.0,1550171160.0,0.0,Brown,0.83,19.65,0,1,2,1
1497484800.0,1511440020.0,0.0,Brown Tabby,0.83,13.57,13,9,1,1
1533772800.0,1537463340.0,0.0,Black,0.34,32.62,13,9,1,2
1489968000.0,1556127420.0,1.0,Black,0.28,30.52,13,9,1,0
1464652800.0,1482311880.0,0.0,Brown,0.5,49.4,18,4,4,2
1183507200.0,1502031660.0,0.0,Black,0.76,31.96,0,1,2,1
1466640000.0,1476124320.0,0.0,Black,0.65,47.68,0,1,1,1
1475107200.0,1508503560.0,0.0,Black,0.91,8.18,0,7,1,1
1386633600.0,1488481140.0,1.0,Black,0.05,29.85,0,1,2,0
1544400000.0,1552067460.0,0.0,Tan,0.32,22.89,0,1,2,1
1529280000.0,1537457100.0,0.0,Black,0.92,5.99,7,1,1,1
1445126400.0,1506969240.0,0.0,Black,0.52,32.21,0,1,2,1
1467244800.0,1473525420.0,2.0,Brown Tabby,0.95,45.6,9,2,1,0
1464566400.0,1498573380.0,0.0,Tan,0.87,36.8,0,1,2,1
1428624000.0,1557072840.0,0.0,White,0.38,37.5,13,9,2,1
1548201600.0,1555952760.0,0.0,Black,0.95,5.86,7,1,2,1
1133222400.0,1484223540.0,1.0,Blue,0.39,33.28,0,1,1,0
1531872000.0,1535036640.0,0.0,Orange,0.26,25.29,13,9,1,2
1107648000.0,1488213900.0,1.0,Brown,0.38,44.77,0,7,2,0
1468800000.0,1480788960.0,1.0,Black,0.71,17.17,0,1,1,0
1288396800.0,1540316160.0,1.0,Fawn,0.42,15.03,0,7,2,0
1120089600.0,1513602480.0,0.0,Brown Tabby,0.77,42.21,7,1,1,1
1264377600.0,1550326560.0,1.0,Brown Brindle,0.65,25.79,0,7,2,0
1465689600.0,1473852120.0,1.0,Blue Tabby,0.06,46.37,7,1,1,0
1471392000.0,1474723440.0,2.0,Blue,0.13,37.48,9,2,1,1
1434412800.0,1500163200.0,2.0,Brown,0.62,13.31,13,9,2,0
1494201600.0,1506622560.0,0.0,White,0.99,15.34,0,1,2,1
1327622400.0,1473432780.0,1.0,Black,0.65,34.11,0,1,2,0
1385424000.0,1515110400.0,1.0,Black,0.88,40.16,13,9,2,0
1326240000.0,1520686680.0,1.0,White,0.8,10.97,13,9,2,0
1534377600.0,1549380000.0,0.0,Tan,0.75,37.5,13,9,2,1
1395446400.0,1555587240.0,0.0,Brown,0.25,34.54,0,7,2,1
1545264000.0,1557591060.0,0.0,Chocolate,0.08,49.94,0,1,2,1
1278460800.0,1532949240.0,1.0,Cream Tabby,0.8,12.5,13,9,1,0
1409011200.0,1470148800.0,1.0,Black,0.89,6.19,0,1,2,0
1502409600.0,1510336740.0,2.0,Black,0.16,27.86,0,1,1,0
1460160000.0,1469188440.0,0.0,White,0.34,8.57,0,1,1,1
1279584000.0,1502459400.0,0.0,Tricolor,0.87,35.92,0,7,2,1
1510185600.0,1544023560.0,2.0,Blue,0.8,11.24,17,9,1,1
1477612800.0,1543167660.0,1.0,Brown,0.07,10.91,0,7,2,0
1512604800.0,1527428220.0,2.0,White,0.69,33.32,13,9,2,0
1399248000.0,1528221060.0,2.0,White,0.39,36.73,0,7,2,1
1506297600.0,1513361040.0,2.0,Black,0.5,49.25,13,9,2,1
1470096000.0,1478884500.0,1.0,Orange Tabby,0.42,7.4,0,1,1,0
1516060800.0,1549823280.0,0.0,Black,0.7,22.54,0,1,2,1
1464652800.0,1477409100.0,2.0,Black,0.71,19.65,13,9,2,0
1419465600.0,1485095880.0,1.0,Black,0.92,33.88,13,9,2,0
1471219200.0,1525366920.0,0.0,Black,0.17,5.9,0,7,2,1
1489881600.0,1510666320.0,2.0,Red,0.0,45.73,13,9,2,0
1456272000.0,1468844640.0,2.0,Sable,0.15,39.15,13,9,2,1
1473638400.0,1507722480.0,2.0,White,0.65,31.52,0,7,2,1
1490572800.0,1524745680.0,1.0,Black,0.17,25.07,0,1,2,0
1485993600.0,1514049960.0,0.0,Chocolate,0.21,47.0,0,7,2,1
1467158400.0,1477681080.0,2.0,Blue Tabby,0.81,9.05,0,1,1,0
1503705600.0,1518858000.0,0.0,Silver Tabby,0.35,15.51,16,9,1,1
1480377600.0,1483806300.0,2.0,Orange Tabby,0.03,31.87,13,9,1,0
1151020800.0,1468687080.0,1.0,Black,0.41,8.73,0,7,2,0
1459728000.0,1493112900.0,0.0,Brown,0.1,26.64,15,4,4,2
1468281600.0,1475515200.0,1.0,Tricolor,0.1,32.97,7,1,2,0
1444953600.0,1516892340.0,0.0,Black,0.55,35.52,0,7,2,1
1480809600.0,1553084880.0,0.0,White,0.35,5.86,0,1,2,1
1433116800.0,1487870280.0,1.0,White,0.95,30.71,0,7,2,0
1528934400.0,1546676280.0,0.0,Brown,0.35,34.39,15,4,4,2
1490486400.0,1555577220.0,0.0,Black,0.48,6.74,15,4,4,2
1451520000.0,1525615380.0,0.0,Tortie,0.63,15.15,7,1,1,1
1451606400.0,1485869820.0,1.0,Brown Tabby,0.2,15.12,13,9,1,0
1508803200.0,1542187560.0,0.0,Brown,0.91,29.46,15,4,4,2
1513641600.0,1547835600.0,1.0,Tan,0.91,8.09,0,1,2,0
1463788800.0,1470918240.0,1.0,Brown Brindle,0.81,40.38,0,7,2,0
1494288000.0,1528222620.0,1.0,Chocolate,0.53,18.66,0,1,2,0
1481500800.0,1499071140.0,0.0,Brown,0.26,43.1,15,4,4,2
1354924800.0,1485105480.0,1.0,Red,0.2,10.26,0,1,2,0
1451692800.0,1485446520.0,2.0,Black Brindle,0.01,38.82,0,7,2,0
1482710400.0,1516122420.0,0.0,Black,0.83,31.94,15,4,4,2
1317945600.0,1513595760.0,1.0,Brown,0.58,39.06,0,7,2,0
1498780800.0,1533115920.0,2.0,Black,0.11,41.13,13,9,1,0
1468972800.0,1478196060.0,1.0,Black,0.89,48.22,0,1,2,0
1440979200.0,1506697380.0,1.0,Blue,0.05,5.14,0,1,2,0
1443744000.0,1543763100.0,0.0,Brown,0.82,34.98,13,9,2,1
1416787200.0,1545650340.0,2.0,Brown,0.65,16.91,0,7,2,0
1478476800.0,1511877180.0,0.0,Black,0.2,32.36,15,4,4,2
1453593600.0,1518973440.0,1.0,White,0.52,17.49,0,1,2,0
1521504000.0,1555254600.0,2.0,Black,0.85,32.85,13,9,2,0
1530835200.0,1538592840.0,1.0,Black,0.64,34.78,0,1,1,0
1409961600.0,1475686920.0,0.0,Buff,0.02,28.63,0,1,2,1
1480723200.0,1545581940.0,2.0,Brown,0.3,33.3,0,7,2,0
1507420800.0,1517184000.0,0.0,Gold,0.64,11.24,13,9,2,1
1462492800.0,1495904640.0,1.0,Tricolor,0.87,47.38,0,7,2,0
1466208000.0,1531209420.0,0.0,Brown,0.49,43.61,15,4,4,2
1543449600.0,1553257260.0,1.0,Cream Tabby,0.27,45.42,7,1,1,0
1479168000.0,1486651980.0,0.0,Lynx Point,0.33,38.8,0,1,1,1
1529625600.0,1534694580.0,2.0,Black,0.3,21.21,13,9,2,1
1471219200.0,1523202960.0,1.0,White,0.59,41.67,0,1,2,0
1460937600.0,1480617000.0,0.0,Blue,0.73,27.48,0,1,2,1
1496880000.0,1530349200.0,0.0,Brown Tabby,0.24,32.72,16,9,1,1
1486857600.0,1520705400.0,0.0,Calico,0.84,20.75,13,9,1,1
1460592000.0,1483724520.0,0.0,Cream Tabby,0.25,42.89,0,1,1,1
1456531200.0,1490885400.0,0.0,Black,0.37,32.14,0,1,2,1
1156118400.0,1519920600.0,2.0,Tan,0.38,29.05,0,7,2,1
1531353600.0,1546732800.0,2.0,White,0.79,20.99,13,9,2,0
1502064000.0,1514995260.0,0.0,Calico,0.09,33.31,13,9,1,1
1353196800.0,1481652000.0,1.0,Black,0.47,10.31,0,7,2,0
1523404800.0,1556797860.0,0.0,Gray,0.49,11.96,15,4,4,2
1488326400.0,1495471500.0,1.0,Black,0.22,23.56,0,1,2,0
1404000000.0,1504710600.0,2.0,Brown,0.97,18.95,13,9,2,1
1372204800.0,1468743240.0,0.0,Brown,0.12,21.89,15,4,4,2
1470960000.0,1505656320.0,1.0,Black,0.69,7.36,13,9,1,0
1495929600.0,1529712000.0,1.0,Tan,0.42,7.16,13,9,2,0
1499299200.0,1512304260.0,1.0,Black,0.55,49.22,7,1,1,0
1532649600.0,1540058340.0,2.0,Black,0.06,17.07,15,4,2,0
1491436800.0,1525453260.0,1.0,Tan,0.59,17.86,0,1,2,0
1520899200.0,1535738880.0,1.0,Red,0.33,22.93,0,1,2,0
1479772800.0,1491919500.0,2.0,Tan,0.92,41.34,7,1,2,0
1344902400.0,1505236860.0,0.0,White,0.18,39.68,0,7,2,1
1182211200.0,1482256200.0,1.0,White,0.99,8.42,0,7,2,0
1509321600.0,1518104340.0,1.0,Orange Tabby,0.82,29.01,0,1,1,0
